id,datetime,tweets,edited,sentiment_intensity,sentiment,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
1342831699437228032,2020-12-26 13:56:40+00:00,"@DehMao @MburuShaquille @HistoryKE @Environment_Ke @PSCharlesHinga @ConstantCap @chriskost @julietritta @MugureNjendu @EstherPassaris @JamesMacharia_ @Lesuuda @NMS_Kenya @HousingUrbanKE @Ke_NaMATA @TransportKE @Arch_KE @TCPAK4 @ITDPAfrica @konzatech @bonifacemwangi @aomenya @hoseaomole @governorkibwana Is Gikomba a planned place, or an unplanned place?",dehmao mburushaquille historyke environment_ke pscharleshinga constantcap chriskost julietritta mugurenjendu estherpassaris jamesmacharia_ lesuuda nms_kenya housingurbanke ke_namata transportke arch_ke tcpak4 itdpafrica konzatech bonifacemwangi aomenya hoseaomole governorkibwana gikomba planned place unplanned place,0.0,Neutral,0,1,0,0,0,0,0,0
1342807758920441857,2020-12-26 12:21:32+00:00,@mainagatongi @MburuShaquille @HistoryKE @Environment_Ke @PSCharlesHinga @ConstantCap @chriskost @julietritta @MugureNjendu @EstherPassaris @JamesMacharia_ @Lesuuda @NMS_Kenya @HousingUrbanKE @Ke_NaMATA @TransportKE @Arch_KE @TCPAK4 @ITDPAfrica @konzatech @bonifacemwangi @aomenya @hoseaomole @governorkibwana displace everyone in gikomba and grab it we see,mainagatongi mburushaquille historyke environment_ke pscharleshinga constantcap chriskost julietritta mugurenjendu estherpassaris jamesmacharia_ lesuuda nms_kenya housingurbanke ke_namata transportke arch_ke tcpak4 itdpafrica konzatech bonifacemwangi aomenya hoseaomole governorkibwana displace everyone gikomba grab see,0.0,Neutral,1,0,0,0,0,0,0,0
1342803506093285378,2020-12-26 12:04:38+00:00,"@MburuShaquille @HistoryKE @Environment_Ke @PSCharlesHinga @ConstantCap @chriskost @julietritta @MugureNjendu @EstherPassaris @JamesMacharia_ @Lesuuda @NMS_Kenya @HousingUrbanKE @Ke_NaMATA @TransportKE @Arch_KE @TCPAK4 @ITDPAfrica @konzatech @bonifacemwangi @aomenya @mainagatongi @hoseaomole @governorkibwana so long as there's a foreign funding, planners will talk&amp; talk &amp; taaaaalk about planning, but NEVER plan

that's why we have thousands of studies, papers, workshops, webinars seminars etc about planning

but ZERO COHERENT INTEGRATED MASTER PLANS https://t.co/CL91edwMry",mburushaquille historyke environment_ke pscharleshinga constantcap chriskost julietritta mugurenjendu estherpassaris jamesmacharia_ lesuuda nms_kenya housingurbanke ke_namata transportke arch_ke tcpak4 itdpafrica konzatech bonifacemwangi aomenya mainagatongi hoseaomole governorkibwana long foreign funding planner talk amp talk amp taaaaalk planning never plan thousand study paper workshop webinars seminar etc planning zero coherent integrated master plan,0.0,Neutral,0,5,0,0,0,0,0,0
1342793395811610624,2020-12-26 11:24:28+00:00,@DehMao @MburuShaquille @HistoryKE @Environment_Ke @PSCharlesHinga @ConstantCap @chriskost @julietritta @MugureNjendu @EstherPassaris @JamesMacharia_ @Lesuuda @NMS_Kenya @HousingUrbanKE @Ke_NaMATA @TransportKE @Arch_KE @TCPAK4 @ITDPAfrica @konzatech @bonifacemwangi @aomenya @hoseaomole @governorkibwana Please give an example of a place that is grab proof?  Characters even had the audacity to try and grab globe cinema roundabout.,dehmao mburushaquille historyke environment_ke pscharleshinga constantcap chriskost julietritta mugurenjendu estherpassaris jamesmacharia_ lesuuda nms_kenya housingurbanke ke_namata transportke arch_ke tcpak4 itdpafrica konzatech bonifacemwangi aomenya hoseaomole governorkibwana please give example place grab proof character even audacity try grab globe cinema roundabout,0.3182,Positive,2,0,0,0,0,0,0,1
1342787543402766337,2020-12-26 11:01:12+00:00,"@DehMao @HistoryKE @Environment_Ke @PSCharlesHinga @ConstantCap @chriskost @julietritta @MugureNjendu @EstherPassaris @JamesMacharia_ @Lesuuda @NMS_Kenya @HousingUrbanKE @Ke_NaMATA @TransportKE @Arch_KE @TCPAK4 @ITDPAfrica @konzatech @bonifacemwangi @aomenya @mainagatongi @hoseaomole @governorkibwana And NMT is greatly disadvantaged in the Green City under the Sun.

And what do you reckon could be the underlying reason for poor design/implementation? Malpractice? Policy framework gaps?",dehmao historyke environment_ke pscharleshinga constantcap chriskost julietritta mugurenjendu estherpassaris jamesmacharia_ lesuuda nms_kenya housingurbanke ke_namata transportke arch_ke tcpak4 itdpafrica konzatech bonifacemwangi aomenya mainagatongi hoseaomole governorkibwana nmt greatly disadvantage green city sun reckon underlying reason poor malpractice policy framework gap,-0.7346,Negative,0,1,0,0,2,0,1,3
1342782840388382721,2020-12-26 10:42:31+00:00,"@MburuShaquille @HistoryKE @Environment_Ke @PSCharlesHinga @ConstantCap @chriskost @julietritta @MugureNjendu @EstherPassaris @JamesMacharia_ @Lesuuda @NMS_Kenya @HousingUrbanKE @Ke_NaMATA @TransportKE @Arch_KE @TCPAK4 @ITDPAfrica @konzatech @bonifacemwangi @aomenya @mainagatongi @hoseaomole @governorkibwana correct

make parks linear then integrate them with NMT highways, linear markets &amp; social housing

then they will be IMPOSSIBLE to grab

planners ALREADY know this, but they FLATLY REFUSE to do it

thwir designs allow even SEMI LITERATE politicians to grab land EASILY",mburushaquille historyke environment_ke pscharleshinga constantcap chriskost julietritta mugurenjendu estherpassaris jamesmacharia_ lesuuda nms_kenya housingurbanke ke_namata transportke arch_ke tcpak4 itdpafrica konzatech bonifacemwangi aomenya mainagatongi hoseaomole governorkibwana correct make park linear integrate nmt highway linear market amp social housing impossible grab planner already know flatly refuse thwir design allow even semi literate politician grab land easily,0.2732,Positive,2,0,0,0,0,0,0,0
1342778473123901440,2020-12-26 10:25:10+00:00,"@DehMao @HistoryKE @Environment_Ke @PSCharlesHinga @ConstantCap @chriskost @julietritta @MugureNjendu @EstherPassaris @JamesMacharia_ @Lesuuda @NMS_Kenya @HousingUrbanKE @Ke_NaMATA @TransportKE @Arch_KE @TCPAK4 @ITDPAfrica @konzatech @bonifacemwangi @aomenya @mainagatongi @hoseaomole @governorkibwana So basically, a case of shared Land uses, aimed at creating/strengthening communal ownership of the Green spaces?",dehmao historyke environment_ke pscharleshinga constantcap chriskost julietritta mugurenjendu estherpassaris jamesmacharia_ lesuuda nms_kenya housingurbanke ke_namata transportke arch_ke tcpak4 itdpafrica konzatech bonifacemwangi aomenya mainagatongi hoseaomole governorkibwana basically case share land us aim communal ownership green space,0.296,Positive,0,1,0,1,2,1,0,2
1342768449177661440,2020-12-26 09:45:20+00:00,"@MburuShaquille @HistoryKE @Environment_Ke @PSCharlesHinga @ConstantCap @chriskost @julietritta @MugureNjendu @EstherPassaris @JamesMacharia_ @Lesuuda @NMS_Kenya @HousingUrbanKE @Ke_NaMATA @TransportKE @Arch_KE @TCPAK4 @ITDPAfrica @konzatech @bonifacemwangi @aomenya @mainagatongi @hoseaomole @governorkibwana URBAN PLANNERS know how to make a green space friendly to the public but unfriendly to development/ encroachment

they also know that when green spaces are all known by the public &amp; are heavily &amp; frequently used, they are impossible to grab",mburushaquille historyke environment_ke pscharleshinga constantcap chriskost julietritta mugurenjendu estherpassaris jamesmacharia_ lesuuda nms_kenya housingurbanke ke_namata transportke arch_ke tcpak4 itdpafrica konzatech bonifacemwangi aomenya mainagatongi hoseaomole governorkibwana urban planner know make green space friendly public unfriendly encroachment also know green space know public amp heavily amp frequently use impossible grab,0.1779,Positive,1,2,0,0,3,0,0,3
1342766618225606661,2020-12-26 09:38:03+00:00,"@DehMao @HistoryKE @Environment_Ke @PSCharlesHinga @ConstantCap @chriskost @julietritta @MugureNjendu @EstherPassaris @JamesMacharia_ @Lesuuda @NMS_Kenya @HousingUrbanKE @Ke_NaMATA @TransportKE @Arch_KE @TCPAK4 @ITDPAfrica @konzatech @bonifacemwangi @aomenya @mainagatongi @hoseaomole @governorkibwana I agree on negligence by Urban planners. 
Enlighten me on Grab proof spaces. Does it start from the Neighborhood level?",dehmao historyke environment_ke pscharleshinga constantcap chriskost julietritta mugurenjendu estherpassaris jamesmacharia_ lesuuda nms_kenya housingurbanke ke_namata transportke arch_ke tcpak4 itdpafrica konzatech bonifacemwangi aomenya mainagatongi hoseaomole governorkibwana agree negligence urban planner enlighten grab proof space start neighborhood level,0.7003,Positive,1,2,0,0,1,0,0,3
1342762920195862529,2020-12-26 09:23:22+00:00,"@MburuShaquille @HistoryKE @Environment_Ke @PSCharlesHinga @ConstantCap @chriskost @julietritta @MugureNjendu @EstherPassaris @JamesMacharia_ @Lesuuda @NMS_Kenya @HousingUrbanKE @Ke_NaMATA @TransportKE @Arch_KE @TCPAK4 @ITDPAfrica @konzatech 99% of grabbing is enabled by POOR URBAN PLANNING

you can actually design GRAB PROOF spaces

but our planners FLATLY REFUSE to do so

then @bonifacemwangi comes to fight the grabbers as the same NEGLIGENT PLANNERS cheer

@aomenya @mainagatongi @hoseaomole @governorkibwana",mburushaquille historyke environment_ke pscharleshinga constantcap chriskost julietritta mugurenjendu estherpassaris jamesmacharia_ lesuuda nms_kenya housingurbanke ke_namata transportke arch_ke tcpak4 itdpafrica konzatech grabbing enable poor urban planning actually design grab proof space planner flatly refuse bonifacemwangi come fight grabber negligent planner cheer aomenya mainagatongi hoseaomole governorkibwana,-0.5574,Negative,3,2,0,1,1,0,1,2
1342759900573798400,2020-12-26 09:11:22+00:00,"@DehMao @HistoryKE @Environment_Ke @PSCharlesHinga @ConstantCap @chriskost @julietritta @MugureNjendu @EstherPassaris @JamesMacharia_ @Lesuuda @NMS_Kenya @HousingUrbanKE @Ke_NaMATA @TransportKE @Arch_KE @TCPAK4 @ITDPAfrica @konzatech Also, as a people, we developed a culture of grabbing public Green spaces.",dehmao historyke environment_ke pscharleshinga constantcap chriskost julietritta mugurenjendu estherpassaris jamesmacharia_ lesuuda nms_kenya housingurbanke ke_namata transportke arch_ke tcpak4 itdpafrica konzatech also people develop culture grab public green space,0.0,Neutral,1,2,0,0,1,0,0,1
1342718330168344576,2020-12-26 06:26:11+00:00,@AfricanahQueen @DiscoverJKUAT @Environment_Ke @UNEP @NMS_Kenya @konzatech @StateHouseKenya @Top35Under35 @cruzeirosafaris 😁 Yes....I love it when clients respond this way https://t.co/gf016TXKfd,africanahqueen discoverjkuat environment_ke unep nms_kenya konzatech statehousekenya top35under35 cruzeirosafaris yes love client respond way,0.7845,Positive,0,0,0,0,1,0,0,0
1342669670495600640,2020-12-26 03:12:49+00:00,@MoICTKenya @konzatech @SDY_Ke @MediaCouncilK @Kenyayearbook @kenyafilmcomm @InfoKfcb @ICTAuthorityKE @CA_Kenya @Posta_Kenya @YouthFund_Ke @KYEOP_Kenya @AjiraDigital Happy Holidays,moictkenya konzatech sdy_ke mediacouncilk kenyayearbook kenyafilmcomm infokfcb ictauthorityke ca_kenya posta_kenya youthfund_ke kyeop_kenya ajiradigital happy holiday,0.7506,Positive,0,1,0,0,1,0,0,0
1342544680303665152,2020-12-25 18:56:09+00:00,@MoICTKenya @konzatech @SDY_Ke @MediaCouncilK @Kenyayearbook @kenyafilmcomm @InfoKfcb @ICTAuthorityKE @CA_Kenya @Posta_Kenya @YouthFund_Ke @KYEOP_Kenya @AjiraDigital We're disappointed,moictkenya konzatech sdy_ke mediacouncilk kenyayearbook kenyafilmcomm infokfcb ictauthorityke ca_kenya posta_kenya youthfund_ke kyeop_kenya ajiradigital disappointed,-0.4767,Negative,1,0,1,0,0,1,0,0
1342452460854636547,2020-12-25 12:49:42+00:00,"@AfricanahQueen @DiscoverJKUAT @Environment_Ke @UNEP @NMS_Kenya @konzatech @StateHouseKenya @Top35Under35 @cruzeirosafaris Yeaah,,,the guy followed all the steps I recommended to him. Remember Kiserian has a thick black cotton soil so it's been a long short journey",africanahqueen discoverjkuat environment_ke unep nms_kenya konzatech statehousekenya top35under35 cruzeirosafaris yeaah guy follow step recommend remember kiserian thick black cotton soil long short journey,0.3612,Positive,0,2,1,1,1,1,0,1
1342436136967417858,2020-12-25 11:44:50+00:00,@widson_ambaisi @DiscoverJKUAT @Environment_Ke @UNEP @NMS_Kenya @konzatech @StateHouseKenya @Top35Under35 @cruzeirosafaris Akikufungia tree tomatoes I will help you 🙈🙈🙈🙈🙈🙈,widson_ambaisi discoverjkuat environment_ke unep nms_kenya konzatech statehousekenya top35under35 cruzeirosafaris akikufungia tree tomato help,0.4019,Positive,1,1,1,0,1,0,1,1
1342431766032867329,2020-12-25 11:27:28+00:00,@widson_ambaisi @DiscoverJKUAT @Environment_Ke @UNEP @NMS_Kenya @konzatech @StateHouseKenya @Top35Under35 @cruzeirosafaris 💖💖💖😍😍😍😍😍😍wow they look so healthy and good.,widson_ambaisi discoverjkuat environment_ke unep nms_kenya konzatech statehousekenya top35under35 cruzeirosafaris 💖💖💖😍😍😍😍😍😍wow look healthy good,0.6808,Positive,0,1,0,0,1,0,1,1
1342389435825090561,2020-12-25 08:39:16+00:00,@Livie_Kyallo @DiscoverJKUAT @Environment_Ke @UNEP @NMS_Kenya @konzatech @StateHouseKenya @Top35Under35 @cruzeirosafaris Yes yes I planted them at the same time actually same week. It all depends with the management practices.,livie_kyallo discoverjkuat environment_ke unep nms_kenya konzatech statehousekenya top35under35 cruzeirosafaris yes yes plant time actually week depend management practice,0.6597,Positive,0,2,0,0,0,0,0,1
1342372391733907456,2020-12-25 07:31:32+00:00,@widson_ambaisi @DiscoverJKUAT @Environment_Ke @UNEP @NMS_Kenya @konzatech @StateHouseKenya @Top35Under35 @cruzeirosafaris Amazing. Why is the mango 🥭 tree weak? Could it be the weight of the fruits?,widson_ambaisi discoverjkuat environment_ke unep nms_kenya konzatech statehousekenya top35under35 cruzeirosafaris amazing mango tree weak weight fruit,0.2263,Positive,1,2,2,1,2,1,2,2
1342337274604871681,2020-12-25 05:12:00+00:00,"Happy Holidays
@konzatech 
@SDY_Ke 
@MediaCouncilK @Kenyayearbook 
@kenyafilmcomm 
@InfoKfcb 
@ICTAuthorityKE 
@CA_Kenya 
@Posta_Kenya 
@YouthFund_Ke
@KYEOP_Kenya
@AjiraDigital https://t.co/Kn0t0B4z6Z",happy holiday konzatech sdy_ke mediacouncilk kenyayearbook kenyafilmcomm infokfcb ictauthorityke ca_kenya posta_kenya youthfund_ke kyeop_kenya ajiradigital,0.7506,Positive,0,1,0,0,1,0,0,0
1342334257654542338,2020-12-25 05:00:01+00:00,"All of us at Konza Technopolis would like to wish you and your family a Merry Christmas. We urge you to keep safe in the wake of this pandemic, and where possible, leverage on technology to connect with your loved ones. https://t.co/e58dWfCWLD",konza technopolis like wish family merry christmas urge keep safe wake pandemic possible leverage technology connect loved one,0.9382,Positive,0,0,0,0,2,0,0,1
1341782801109147651,2020-12-23 16:28:43+00:00,@konzatech .@KENIAupdates. Interesting #innovations for 2021. Innovation to recycle all the @AIBKenya @AKI_Kenya insurance car wrecks in Kariobangi and clean up #Kenya https://t.co/8Ro4sTFxQc,konzatech keniaupdates interesting innovation innovation recycle aibkenya aki_kenya insurance car wreck kariobangi clean kenya,0.7717,Positive,1,0,1,1,1,1,1,1
1341695865925349376,2020-12-23 10:43:16+00:00,@kenyanwalstreet @EstateCloudKe I hope they factor in appropriate zoning infrastructure builds. It's unfortunate how buildings come up and are an eyesore in #Kenya....@mucheru @konza_city @konzatech @KonzaDirector,kenyanwalstreet estatecloudke hope factor appropriate zoning infrastructure build unfortunate building come eyesore kenya mucheru konza_city konzatech konzadirector,-0.0258,Neutral,0,1,0,0,1,0,1,1
1341643778784972802,2020-12-23 07:16:18+00:00,Congratulations @wanjiru_njiru for winning Female Fashion Influencer in the inaugural ADIA awards. #ADIA20 #KonzaTechnopolis https://t.co/6D0NpWpVYE,congratulation wanjiru_njiru win female fashion influencer inaugural adia award adia20 konzatechnopolis,0.9042,Positive,0,1,0,0,1,0,1,1
1341643268992487424,2020-12-23 07:14:16+00:00,Congratulations @BettyMKyallo for winning Social TV/Online Show Influencer in the inaugural ADIA awards. #ADIA20 #KonzaTechnopolis https://t.co/MEJJar2LFs,congratulation bettymkyallo win social show influencer inaugural adia award adia20 konzatechnopolis,0.9042,Positive,0,1,0,0,1,0,1,2
1341642874237161472,2020-12-23 07:12:42+00:00,Congratulations @bonifacemwangi   for winning Social Warrior of the Year in the inaugural ADIA awards. #ADIA20 #KonzaTechnopolis https://t.co/vqzvhVtNa2,congratulation bonifacemwangi win social warrior year inaugural adia award adia20 konzatechnopolis,0.9042,Positive,1,1,0,1,1,0,1,1
1341642533001175040,2020-12-23 07:11:21+00:00,Congratulations #TheCycoPodcast for winning Most Influential Podcast in the inaugural ADIA awards. #ADIA20 #KonzaTechnopolis https://t.co/nyCPd8CiYx,congratulation thecycopodcast win influential podcast inaugural adia award adia20 konzatechnopolis,0.9337,Positive,0,1,0,0,1,0,1,1
1341641934113288192,2020-12-23 07:08:58+00:00,Congratulations @edgarobare for winning People's Choice in the inaugural ADIA awards. #ADIA20 #KonzaTechnopolis https://t.co/vdP2ERsNRZ,congratulation edgarobare win people choice inaugural adia award adia20 konzatechnopolis,0.9042,Positive,0,1,0,0,1,0,1,1
1341641402770464773,2020-12-23 07:06:51+00:00,Congratulations  @RealcartoonC for winning Newcomer of the Year in the inaugural ADIA awards. #ADIA20 #KonzaTechnopolis https://t.co/CW0IN80OYJ,congratulation realcartoonc win newcomer year inaugural adia award adia20 konzatechnopolis,0.9042,Positive,0,1,0,0,1,0,1,1
1341641046321750016,2020-12-23 07:05:26+00:00,Congratulations  @thedapperbrother for winning Male Lifestyle Influencer in the inaugural ADIA awards. #ADIA20 #KonzaTechnopolis https://t.co/3gOJAOBLKX,congratulation thedapperbrother win male lifestyle influencer inaugural adia award adia20 konzatechnopolis,0.9042,Positive,0,1,0,0,1,0,1,1
1341640504224735232,2020-12-23 07:03:17+00:00,Congratulations  @Dufanda3  for winning Male Fashion Influencer in the inaugural ADIA awards. #ADIA20 #KonzaTechnopolis https://t.co/yIp2PF8PcI,congratulation dufanda3 win male fashion influencer inaugural adia award adia20 konzatechnopolis,0.9042,Positive,0,1,0,0,1,0,1,1
1341639837078728704,2020-12-23 07:00:38+00:00,Congratulations  @flaqo411 for winning Influencer of the year in the inaugural ADIA awards. #ADIA20 #KonzaTechnopolis https://t.co/wjP8CoabPR,congratulation flaqo411 win influencer year inaugural adia award adia20 konzatechnopolis,0.9042,Positive,0,1,0,0,1,0,1,1
1341639350161977344,2020-12-23 06:58:42+00:00,Congratulations  @flaqo411 for winning Disruptor of the year in the inaugural ADIA awards. #ADIA20 #KonzaTechnopolis https://t.co/mXk2KzTAmv,congratulation flaqo411 win disruptor year inaugural adia award adia20 konzatechnopolis,0.9042,Positive,0,1,0,0,1,0,1,1
1341638926247837697,2020-12-23 06:57:01+00:00,Congratulations  @mohammedhersi for winning Most Influential Digital Leader in the inaugural ADIA awards. #ADIA20 #KonzaTechnopolis https://t.co/pxTgnI7kDd,congratulation mohammedhersi win influential digital leader inaugural adia award adia20 konzatechnopolis,0.9337,Positive,0,1,0,0,1,0,1,3
1341638571174879232,2020-12-23 06:55:36+00:00,Congratulations @BlessedNjugush for winning Content Creator of The Year in the inaugural ADIA awards. #ADIA20 #KonzaTechnopolis https://t.co/4S3Sf0Ajbs,congratulation blessednjugush win content creator year inaugural adia award adia20 konzatechnopolis,0.9042,Positive,0,1,0,0,2,0,1,2
1341638162599297027,2020-12-23 06:53:59+00:00,Congratulations @crazy_kennar for winning Comedian Influencer in the inaugural ADIA awards. #ADIA20 #KonzaTechnopolis https://t.co/uaKL1kNd0q,congratulation crazy_kennar win comedian influencer inaugural adia award adia20 konzatechnopolis,0.93,Positive,0,1,0,0,1,0,1,1
1341637691218284544,2020-12-23 06:52:06+00:00,Congratulations @AwinjaNyamwalo for winning Best Use of Video in the inaugural ADIA awards. #ADIA20 #KonzaTechnopolis https://t.co/FAR0l7iLX1,congratulation awinjanyamwalo win best use video inaugural adia award adia20 konzatechnopolis,0.9468,Positive,0,1,0,0,1,0,1,1
1341637233133162497,2020-12-23 06:50:17+00:00,Congratulations @kinuthia_joanna for winning Beauty Influencer in the inaugural ADIA awards. #ADIA20 #KonzaTechnopolis https://t.co/jhSrtOuYZC,congratulation kinuthia_joanna win beauty influencer inaugural adia award adia20 konzatechnopolis,0.9432,Positive,0,1,0,0,1,0,1,1
1341636913782992899,2020-12-23 06:49:01+00:00,Congratulations @WaboshaMaxine for winning Woman Lifestyle Influencer in the inaugural ADIA awards. #ADIA20 #KonzaTechnopolis https://t.co/JtyC9TGmLv,congratulation waboshamaxine win woman lifestyle influencer inaugural adia award adia20 konzatechnopolis,0.9042,Positive,0,1,0,0,1,0,1,1
1341636568172343297,2020-12-23 06:47:38+00:00,Congratulations @JoyKendi for winning Travel Influencer in the inaugural ADIA awards. #ADIA20 #KonzaTechnopolis https://t.co/W7StXqb5QW,congratulation joykendi win travel influencer inaugural adia award adia20 konzatechnopolis,0.9042,Positive,0,1,0,0,1,0,1,1
