id,datetime,username,tweets,sentiment_intensity,sentiment,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
655390541161627650,2015-10-17 14:30:56+00:00,CommodoreBay,"""@EkoAtlantic  Let's make a deal! 18% yield CommodoreBay corporate bond $1,000,000 for sale to govt of Nigeria. For infrastructure.""",0.0,Neutral,0,1,0,0,1,0,1,1
649674065460879360,2015-10-01 19:55:42+00:00,KennyObinnaUmeh,"""My all time goal is to live in Eko Atlantic, Which is in Lagos Nigeria @EkoAtlantic""",0.0,Neutral,0,1,0,0,0,0,0,0
649585257465950208,2015-10-01 14:02:48+00:00,BRANDSCHOOLSA,"""Eko Atlantic City, Lagos, Nigeria. The Dubai of Africa. We can't wait to see it when construction is complete.... http://t.co/TdavrebIhd""",0.0,Neutral,0,1,0,0,0,0,0,0
646381212123070465,2015-09-22 17:51:04+00:00,Zenababs,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/vjbXMygrNQ http://t.co/TlcqdWSA2r""",0.0,Neutral,0,1,0,0,0,0,0,0
646328953783713792,2015-09-22 14:23:25+00:00,MrBasabose,"""Nigeria: Eko Atlantic - Experts Speak On Impact of Land Reclamation http://t.co/x6iU0rK0Zc #UrbanAfrica""",0.0,Neutral,0,0,0,0,0,0,0,1
644163252268716032,2015-09-16 14:57:41+00:00,3INVEST,"""Meet #3investUnite Speaker, RONALD CHAGOURY JR.- VICE CHAIRMAN - SOUTH ENERGYX NIGERIA LTD. @EkoAtlantic  #RealEstate http://t.co/fpyxBn2j3g""",0.0,Neutral,0,0,0,0,0,0,0,1
639885672539668482,2015-09-04 19:40:07+00:00,molacc,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/04CgJLyWhu http://t.co/oTmicVERxp via @YahooMail""",0.0,Neutral,0,1,0,0,0,0,0,0
637926923130249216,2015-08-30 09:56:45+00:00,uc_2020,"""Eko Atlantic Project Will Become the New Financial Center of Nigeria, Pitched as Africa's Answer... http://t.co/R1L20YC5pv""",0.0,Neutral,0,0,0,0,0,0,0,1
634036256951943168,2015-08-19 16:16:38+00:00,UniteEsg,"""RONALD CHAGOURY JR. -  VICE CHAIRMAN - SOUTH ENERGYX NIGERIA LTD. @EkoAtlantic #3investUniteSpeaker #RealEstate http://t.co/F9pffIfbGO""",0.0,Neutral,0,0,0,0,0,0,0,1
633325674770534401,2015-08-17 17:13:02+00:00,Citiscope,"""Nigeria urged to dream bigger for planned eco-city Eko Atlantic. via @TheConversation http://t.co/P78SUzRoyC http://t.co/2oKAF9aHvw""",0.25,Positive,0,1,0,0,0,0,0,0
633050358865129472,2015-08-16 22:59:01+00:00,MortuaryForum1,"""Nigeria's plans for Eko Atlantic are not radical enough http://t.co/IgxqXxD8oC http://t.co/7xHilOQJ83""",0.0,Neutral,0,1,0,0,0,0,0,0
632743262621696000,2015-08-16 02:38:44+00:00,michaelmulela,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/SSld0oE74c http://t.co/dMmU64zaBa""",0.0,Neutral,0,1,0,0,0,0,0,0
632715256075153408,2015-08-16 00:47:26+00:00,fec_ng,"""..found out- Nigeria's new city: Eko Atlantic construction fuels criticism and praise http://t.co/voiNQ98O9u ...#Nigeria""",0.1779,Positive,0,0,0,0,1,0,0,1
632661762677022720,2015-08-15 21:14:53+00:00,rickkiconnell,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/82gkxYPGMl http://t.co/qEZrWRsU8a""",0.0,Neutral,0,1,0,0,0,0,0,0
632642311038611456,2015-08-15 19:57:35+00:00,AbbeyBhatty,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/ZwjD7UU8MI http://t.co/cQcRMBWHkr""",0.0,Neutral,0,1,0,0,0,0,0,0
632634808741400576,2015-08-15 19:27:46+00:00,williamsturdi,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/v38F7JZztJ http://t.co/BemmEsn9l6""",0.0,Neutral,0,1,0,0,0,0,0,0
632604186870321153,2015-08-15 17:26:06+00:00,VCounted,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/Vp8ouSbQHB http://t.co/iDMg9MwCLz""",0.0,Neutral,0,1,0,0,0,0,0,0
632577829784395776,2015-08-15 15:41:22+00:00,_Syree,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/zSx9usBuZp http://t.co/IEKoWK5rZB""",0.0,Neutral,0,1,0,0,0,0,0,0
632574589927825408,2015-08-15 15:28:29+00:00,Claverions,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/ZuPzwpvQiy http://t.co/pOLYjG53tk""",0.0,Neutral,0,1,0,0,0,0,0,0
632567075911942144,2015-08-15 14:58:38+00:00,constant4change,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/RCTZlZoets http://t.co/nB2ztbR1Go""",0.0,Neutral,0,1,0,0,0,0,0,0
632552226393858048,2015-08-15 13:59:37+00:00,iam_joshua_bc17,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/IIcM6gYkgZ http://t.co/NMvBKU35MF""",0.0,Neutral,0,1,0,0,0,0,0,0
632550327888310272,2015-08-15 13:52:05+00:00,AyebeLamAnthony,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/cEFaeZm53s http://t.co/QrsuERynf5""",0.0,Neutral,0,1,0,0,0,0,0,0
632540831363301376,2015-08-15 13:14:20+00:00,MadameND,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/ZY36Xdf7FD http://t.co/DxmiAt2kKt""",0.0,Neutral,0,1,0,0,0,0,0,0
632539266900447232,2015-08-15 13:08:07+00:00,SAPramudya,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/1Xwpcerp0n http://t.co/lQTt6JrNjt""",0.0,Neutral,0,1,0,0,0,0,0,0
632275626020458496,2015-08-14 19:40:31+00:00,iPhone_7_,"""Eko Atlantic Project Will Become the New Financial Center of Nigeria, Pitched as Africa’s Answer to Dubai http://t.co/Y7qtH43PlV""",0.0,Neutral,0,0,0,0,0,0,0,1
632244939183624192,2015-08-14 17:38:34+00:00,solomonsydelle,"""Why Nigeria's plans for a dream Eldorado city are not radical enough http://t.co/7H1bnH5HF2 #Lagos #EkoAtlantic""",0.25,Positive,0,1,0,0,0,0,0,0
631925739097587712,2015-08-13 20:30:11+00:00,flowwitholya,"""Africa plans to build its own ""Dubai"" but will Nigeria's Eko Atlantic ever be more than just a dream city? http://t.co/VTh7SlZUzU via @CNN""",0.4396,Positive,0,1,0,0,0,0,0,0
631898114681532417,2015-08-13 18:40:25+00:00,PamazonKirk,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/tcwUw2ur17 http://t.co/US2zVDSbUV""",0.0,Neutral,0,1,0,0,0,0,0,0
631873060199624705,2015-08-13 17:00:51+00:00,AllRealradio,"""#Nigeria has plans for #EkoAtlantic are grand... http://t.co/joBACsyeHh #Dubai #City #AfricanLandscape #WestAfrica #wemaketheworldbetter""",0.0,Neutral,0,1,0,0,0,0,0,0
631690960993390592,2015-08-13 04:57:16+00:00,ronathan33,"""Photo: mothernaturenetwork: Nigeria’s shining city upon an ocean Eko Atlantic project is intended to combat... http://t.co/X6Wt3AGdXR""",0.0,Neutral,1,0,0,1,0,0,0,1
631660567124680704,2015-08-13 02:56:29+00:00,doom1956,"""Photo: mothernaturenetwork: Nigeria’s shining city upon an ocean Eko Atlantic project is intended to combat... http://t.co/Y7T7BvvK5d""",0.0,Neutral,1,0,0,1,0,0,0,1
631656260400717824,2015-08-13 02:39:22+00:00,mohandoshi,"""Photo: mothernaturenetwork: Nigeria’s shining city upon an ocean Eko Atlantic project is intended to combat... http://t.co/n0imvCKk00""",0.0,Neutral,1,0,0,1,0,0,0,1
631535604581269504,2015-08-12 18:39:56+00:00,_jaimiddleton,"""Eko Atlantic, the hub to transform good governance in Nigeria and West Africa. https://t.co/P2nKnwfMrr""",0.4404,Positive,0,1,0,0,1,0,1,2
631446105163698176,2015-08-12 12:44:17+00:00,ParkerGlobalLLC,"""Could Nigeria's plans for Eko Atlantic be West Africa's Dubai?

 http://t.co/UNAGBhDdRl""",0.0,Neutral,0,1,0,0,0,0,0,0
631422131558055936,2015-08-12 11:09:02+00:00,ajalekwa,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/CTdmp6p5iI http://t.co/FqzAC8YlTN""",0.0,Neutral,0,1,0,0,0,0,0,0
631409308316602368,2015-08-12 10:18:04+00:00,talk2jaafar,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/g3UfvQakpv http://t.co/LBEEuIPXfh""",0.0,Neutral,0,1,0,0,0,0,0,0
631354215399563264,2015-08-12 06:39:09+00:00,connieriveram,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/MpQMLfTsbz http://t.co/BFZPLwEdWs""",0.0,Neutral,0,1,0,0,0,0,0,0
631345455440355328,2015-08-12 06:04:21+00:00,BestnewsappNews,"""Nigeria&amp;#039;s plans for Eko Atlantic are not radical... http://t.co/LWtiUEnlmY""",0.0,Neutral,0,1,0,0,0,0,0,0
631286318144753664,2015-08-12 02:09:21+00:00,DaximusPrime,"""Eko Atlantic Project Will Become the New Financial Center of Nigeria, Pitched as Africa's Answer... http://t.co/a6T0lYLMHf""",0.0,Neutral,0,0,0,0,0,0,0,1
631217480589938689,2015-08-11 21:35:49+00:00,globaintraco,"""Nigeria’s New City: Eko Atlantic Construction In Lagos Fuels Criticism And Praise – International Business Times http://t.co/W8IyLTQeX3""",0.1779,Positive,0,1,0,0,0,0,0,0
631214246282444800,2015-08-11 21:22:58+00:00,fec_ng,"""..found out- Nigeria's New City: Eko Atlantic Construction In Lagos Fuels Criticism And Praise http://t.co/pSml2A0HRm ...#Nigeria""",0.1779,Positive,0,0,0,0,1,0,0,1
631180259682033664,2015-08-11 19:07:55+00:00,frankfaucette,"""""Eko Atlantic Project Will Become the New Financial Center of Nigeria, Pitched as Africa’s Answer to Dubai"" http://t.co/sGyS1yK4gG""",0.0,Neutral,0,0,0,0,0,0,0,1
631171659173597185,2015-08-11 18:33:44+00:00,Erasmus_Africa,"""Eko Atlantic Project Will Become the New Financial Center of Nigeria, Pitched as Africa's... https://t.co/xfF14XPzOD""",0.0,Neutral,0,0,0,0,0,0,0,1
631096692801191936,2015-08-11 13:35:51+00:00,BabaFenwa,"""CNN: Why Nigeria's plans for a dream Eldorado city are not radical enough http://t.co/QUc0D07kTZ #CRE #EkoAtlantic http://t.co/rYfAambGTC""",0.25,Positive,0,1,0,0,0,0,0,0
631096680327348224,2015-08-11 13:35:48+00:00,grandespinale,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/QdT3bOOhBx http://t.co/e6ibEEZdfy""",0.0,Neutral,0,1,0,0,0,0,0,0
631053096718831616,2015-08-11 10:42:37+00:00,AgorasBlog,"""#Nigeria’s plans for #EkoAtlantic are not radical enough. http://t.co/iGhks16MLX. .@AkinwunmiAmbode .@ProfOsinbajo .@MBuhari .@BukolaSaraki""",0.0,Neutral,0,1,0,0,0,0,0,0
631029991187312640,2015-08-11 09:10:48+00:00,Singapore6,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/cATJB4Ulzl http://t.co/oOkbvi31Nf""",0.0,Neutral,0,1,0,0,0,0,0,0
631021703066427392,2015-08-11 08:37:52+00:00,Nasinee_Ng,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/WprAOBsBce http://t.co/krf0i9t6GO""",0.0,Neutral,0,1,0,0,0,0,0,0
631006687936270336,2015-08-11 07:38:12+00:00,mucyos,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/3Cm4wL5qgp http://t.co/kIjqAi7itS""",0.0,Neutral,0,1,0,0,0,0,0,0
630958290688610305,2015-08-11 04:25:53+00:00,jhogendorfer,"""Africa's Answer To #Dubai: EKO Atlantic City. Why Nigeria's plans for a dream Eldorado city are not radical enough http://t.co/fBe7KznjLs""",0.25,Positive,0,1,0,0,0,0,0,0
630951492069883904,2015-08-11 03:58:52+00:00,NOTAUTILoficial,"""CNN: Why Nigeria's plans for a dream Eldorado city are not radical enough http://t.co/8Z4FzbRrLR #EkoAtlantic""",0.25,Positive,0,1,0,0,0,0,0,0
630945777486024704,2015-08-11 03:36:10+00:00,emilswanepoel,"""Nigeria’s plans for Eko Atlantic are not radical enough – http://t.co/iGHwUcj9KW https://t.co/dZ78v0TklH http://t.co/YglJKEDsy2""",0.0,Neutral,0,1,0,0,0,0,0,0
630938995082547200,2015-08-11 03:09:13+00:00,BlaqqMannyGH,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/SnwRC88krr http://t.co/j3UskhuzuC""",0.0,Neutral,0,1,0,0,0,0,0,0
630931640873840640,2015-08-11 02:39:59+00:00,DrHarris1911,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/toRwdHH7fO http://t.co/ed6iuXGmTc""",0.0,Neutral,0,1,0,0,0,0,0,0
630925201170124800,2015-08-11 02:14:24+00:00,BlaqqMannyGH,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/SnwRC88krr http://t.co/r79nZaKFlv""",0.0,Neutral,0,1,0,0,0,0,0,0
630924846076162048,2015-08-11 02:12:59+00:00,phamdonganh,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/I46ZBr1yMK http://t.co/0tlixQmoKA""",0.0,Neutral,0,1,0,0,0,0,0,0
630898338750054400,2015-08-11 00:27:40+00:00,9jiaNetworkNews,"""Why Nigeria’s plans for Eko Atlantic is not radical enough http://t.co/GfLmgW6glN http://t.co/sIJf0Nwq1d""",0.0,Neutral,0,1,0,0,0,0,0,0
630873373824778240,2015-08-10 22:48:28+00:00,HudsonJamesIM,"""Nigeria's plans for Eko Atlantic are not radical enough http://t.co/SqFeOuAcce""",0.0,Neutral,0,1,0,0,0,0,0,0
630865382505639936,2015-08-10 22:16:42+00:00,AmakaAnku,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/pepeH6nfpU http://t.co/ojFmSnGYju""",0.0,Neutral,0,1,0,0,0,0,0,0
630861641169641472,2015-08-10 22:01:50+00:00,oluseun_akin1,"""CNN:Why Nigeria's plans for a dream Eldorado city are not radical enough http://t.co/rVCunt0wHO .The Eko Atlantic Nig media won't show you.""",0.25,Positive,0,1,0,0,0,0,0,1
630826346843930629,2015-08-10 19:41:35+00:00,medterabs,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/pEye12FTlF http://t.co/so9nJUjg7x""",0.0,Neutral,0,1,0,0,0,0,0,0
630817145098760194,2015-08-10 19:05:02+00:00,Goldswans,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/VHpBbBwu2M https://t.co/hZuVWnSo60""",0.0,Neutral,0,1,0,0,0,0,0,0
630805773338087424,2015-08-10 18:19:50+00:00,9jiaNetworkNews,"""Why Nigeria’s plans for Eko Atlantic is not radical enough http://t.co/GfLmgW6glN http://t.co/N5GLPIkRv0""",0.0,Neutral,0,1,0,0,0,0,0,0
630805182876618752,2015-08-10 18:17:30+00:00,bensonsani01,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/kpfYAKa4pT http://t.co/pJpGycy3UI""",0.0,Neutral,0,1,0,0,0,0,0,0
630803642451234816,2015-08-10 18:11:22+00:00,molacc,"""Nigeria's plans for Eko Atlantic are not radical enough - http://t.co/04CgJLQx92 http://t.co/bds4Mgh3rN via @YahooMail""",0.0,Neutral,0,1,0,0,0,0,0,0
630790840231669760,2015-08-10 17:20:30+00:00,MYBEAUTYAFRICA,"""Nigeria's plans for Eko Atlantic are not radical enough http://t.co/rkoaxRdzYj""",0.0,Neutral,0,1,0,0,0,0,0,0
